id,employer_industry_id,employer_logo_url,name
512279,Veterinary,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/512279/original/hs-emp-logo-data.?1579193335,Tender Care Animal Hospital
366890,Veterinary,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/366890/original/hs-emp-logo-data.?1542295390,Veterinary United
355080,K-12 Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/355080/original/hs-emp-logo-data.?1539363455,West Harvey-Dixmoor School District 147
34732,K-12 Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/34732/original/hs-emp-logo-data.?1509039317,Denver Public Schools
514708,Manufacturing,https://handshake-production-cdn.joinhandshake.com/static_assets/default_institution_1.png,Geon Performance Solutions
459957,Other Education,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/459957/original/hs-emp-logo-data.?1565104034,Wabash and Ohio Valley Special Education District
135657,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/135657/original/hs-emp-logo-data.?1489074874,"Wexford Health Sources, Inc."
447971,Staffing & Recruiting,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/447971/original/hs-emp-logo-data.?1625751207,SASR Workforce Solutions
125694,"Government - Local, State & Federal",https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/125694/original/hs-emp-logo-data.?1486570683,U.S. Food & Drug Administration Office of Regulatory Affairs
258612,Healthcare,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/258612/original/hs-emp-logo-data.?1520530953,Gallup Indian Medical Center
551278,Religious Work,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/551278/original/hs-emp-logo-data.?1594325992,First Baptist Church of Mahomet
309979,"Advertising, PR & Marketing",https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/309979/original/hs-emp-logo-data.?1531328358,Brindle Consulting Inc.
286575,"Government - Local, State & Federal",https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/286575/original/hs-emp-logo-data.?1526062739,City of Los Angeles Personnel Department: Recruitment
281375,"Government - Local, State & Federal",https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/281375/original/hs-emp-logo-data.?1525292923,Milwaukee County
22358,Non-Profit - Other,https://s3.amazonaws.com/handshake.production/app/public/assets/institutions/22358/original/hs-emp-logo-data.?1437750914,Girl Scouts of Eastern Iowa and Western Illinois
